장기요양기관코드,기관유형코드,기관유형코드명,시설장,사무국장,사회복지사,의사_전임,의사_촉탁,간호사,간호조무사,치위생사,물리치료사,작업치료사,요양보호사,영양사,기타
11123000430,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11123000432,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11123000435,A03,노인요양시설(개정법),0,0,2,0,1,0,2,0,0,0,9,0,0
11123000438,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11126000011,A03,노인요양시설(개정법),1,1,7,0,2,3,10,0,2,0,87,1,0
11126000036,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11126000074,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11126000111,A03,노인요양시설(개정법),1,1,3,0,1,2,3,0,1,0,40,1,0
11126000113,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11126000118,A04,노인요양공동생활가정,1,0,1,0,1,0,2,0,0,0,3,0,0
11126000162,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,0,1,17,0,0
11126000218,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11126000230,A04,노인요양공동생활가정,2,0,0,0,1,0,1,0,0,0,4,0,0
11126000231,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11126000232,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11126000253,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,3,0,0
11126000254,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,3,0,0
11126000271,A03,노인요양시설(개정법),1,1,6,0,3,2,12,0,4,0,98,1,0
11126000271,G31,치매전담실가형1실,0,0,0,0,0,0,0,0,0,0,9,0,0
11126000271,G32,치매전담실가형2실,0,0,0,0,0,0,0,0,0,0,9,0,0
11126000287,A03,노인요양시설(개정법),1,2,2,1,0,1,4,0,0,2,28,0,0
11126000291,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,3,0,0
11126000292,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,3,0,0
11126000300,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,5,0,0
11126000315,A04,노인요양공동생활가정,1,0,0,1,0,0,1,0,0,0,4,0,0
11126000316,A04,노인요양공동생활가정,1,0,0,1,0,0,1,0,0,0,5,0,0
11126000322,A03,노인요양시설(개정법),1,0,2,1,0,1,0,0,0,1,17,0,0
11126000326,A04,노인요양공동생활가정,1,0,1,0,2,0,1,0,0,0,3,0,0
11126000333,A04,노인요양공동생활가정,1,0,1,0,0,0,1,0,0,0,3,0,0
11126000336,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11126000342,A04,노인요양공동생활가정,1,0,0,0,1,1,0,0,0,0,3,0,0
11126000361,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,3,0,0
11126000362,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,3,0,0
11126000438,A04,노인요양공동생활가정,1,0,0,1,0,0,1,0,0,0,4,0,0
11126000442,A03,노인요양시설(개정법),1,1,3,0,1,0,4,0,3,0,45,0,1
11126000446,A03,노인요양시설(개정법),1,0,3,0,1,0,2,0,0,0,14,0,0
11126000450,A03,노인요양시설(개정법),1,0,3,0,1,0,1,0,0,0,13,0,0
11126000468,A03,노인요양시설(개정법),1,0,5,0,1,2,1,0,0,1,23,1,0
11126000476,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,5,0,0
11126000483,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,4,0,0
11126000487,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11126000488,A04,노인요양공동생활가정,0,0,1,0,1,0,1,0,0,0,4,0,0
11126000508,A04,노인요양공동생활가정,1,0,1,0,0,0,1,0,0,0,3,0,0
11126000509,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11126000510,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11126000525,A03,노인요양시설(개정법),1,1,1,0,0,0,1,0,0,0,10,0,0
11126000530,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11126000554,A04,노인요양공동생활가정,1,0,1,0,0,0,1,0,0,0,4,0,0
11126000568,A04,노인요양공동생활가정,1,0,1,0,0,0,1,0,0,0,4,0,0
11126000590,A04,노인요양공동생활가정,1,0,0,0,0,1,0,0,0,0,3,0,0
11126000592,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11126000607,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,5,0,0
11126000608,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11129000018,A03,노인요양시설(개정법),1,0,1,0,1,0,1,0,0,0,9,0,0
11129000020,A03,노인요양시설(개정법),1,1,2,0,1,1,3,0,1,0,38,0,0
11129000078,A03,노인요양시설(개정법),1,1,4,0,1,1,7,0,1,2,59,0,0
11129000100,A03,노인요양시설(개정법),1,1,3,0,1,2,2,0,1,0,25,1,0
11129000104,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,0,0,13,0,0
11129000104,A05,노인요양시설(단기보호 전환),0,0,0,0,0,0,0,0,0,0,0,0,0
11129000115,A03,노인요양시설(개정법),1,1,3,0,1,3,3,0,2,0,54,0,0
11129000139,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11129000149,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,0,0,21,0,0
11129000169,A03,노인요양시설(개정법),1,0,2,0,5,0,1,0,0,1,16,0,1
11129000170,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,0,0,14,0,1
11129000216,A03,노인요양시설(개정법),1,0,1,0,1,0,1,0,0,0,9,0,1
11129000231,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11129000250,A03,노인요양시설(개정법),1,0,2,0,0,0,2,0,0,1,19,0,0
11129000273,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11129000320,A03,노인요양시설(개정법),1,1,1,0,1,0,1,0,0,0,8,0,0
11129000330,A03,노인요양시설(개정법),1,0,2,0,0,1,1,0,0,1,19,0,0
11129000345,A03,노인요양시설(개정법),1,0,3,0,0,0,2,0,1,0,22,0,0
11129000351,A03,노인요양시설(개정법),1,0,1,0,1,0,1,0,0,0,8,0,0
11129000365,A03,노인요양시설(개정법),1,0,3,0,1,1,2,0,1,0,17,0,0
11129000365,G31,치매전담실가형1실,0,0,0,0,0,0,0,0,0,0,8,0,0
11129000374,A03,노인요양시설(개정법),1,0,3,0,0,0,3,0,1,0,16,0,0
11129000376,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11129000382,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,0,0,13,0,0
11129000395,A03,노인요양시설(개정법),1,0,1,0,1,0,1,0,0,0,8,0,0
11129000404,A04,노인요양공동생활가정,1,0,1,0,1,1,0,0,0,0,4,0,0
11130500001,A03,노인요양시설(개정법),1,1,2,0,1,1,3,0,1,0,26,1,0
11130500047,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11130500126,A03,노인요양시설(개정법),1,0,1,0,1,0,1,0,0,0,11,0,0
11130500169,A04,노인요양공동생활가정,1,0,1,0,2,0,1,0,0,0,4,0,0
11130500170,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11130500171,A04,노인요양공동생활가정,1,0,1,0,2,0,1,0,0,0,4,0,0
11130500172,A03,노인요양시설(개정법),1,1,4,0,2,1,5,0,2,1,48,1,0
11130500172,G31,치매전담실가형1실,0,0,0,0,0,0,0,0,0,0,7,0,0
11130500219,A04,노인요양공동생활가정,1,0,1,0,2,0,1,0,0,0,3,0,0
11130500220,A04,노인요양공동생활가정,1,0,0,0,2,0,1,0,0,0,3,0,0
11130500229,A04,노인요양공동생활가정,0,0,0,0,0,0,0,0,0,0,0,0,0
11130500229,S41,치매전담형노인요양공동생활가정,1,0,1,0,2,0,2,0,0,0,4,0,0
11130500234,A03,노인요양시설(개정법),1,1,4,0,0,0,10,0,0,4,85,1,1
11130500246,A03,노인요양시설(개정법),1,0,2,0,2,1,0,0,0,0,10,0,0
11130500248,A04,노인요양공동생활가정,1,0,0,0,3,0,1,0,0,0,4,0,0
11130500250,A04,노인요양공동생활가정,1,0,0,0,3,0,1,0,0,0,4,0,0
11130500273,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11130500276,A04,노인요양공동생활가정,1,0,0,0,3,0,1,0,0,0,4,0,0
11130500280,A03,노인요양시설(개정법),1,0,1,0,1,0,1,0,0,0,12,0,0
11130500290,A03,노인요양시설(개정법),1,1,3,0,1,0,4,0,0,1,35,1,0
11130500307,A04,노인요양공동생활가정,1,0,1,0,2,0,1,0,0,0,3,0,0
11130500309,A04,노인요양공동생활가정,1,0,0,0,2,0,1,0,0,0,5,0,0
11130500341,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,4,0,0
11130500352,A04,노인요양공동생활가정,1,0,1,0,3,0,1,0,0,0,4,0,0
11130500391,A03,노인요양시설(개정법),1,0,2,0,4,0,1,0,0,0,14,0,0
11130500395,A04,노인요양공동생활가정,1,0,0,0,2,0,1,0,0,0,5,0,0
11130500403,A03,노인요양시설(개정법),1,0,2,0,2,0,2,0,1,0,22,0,0
11130500410,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11130500411,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11130500426,A04,노인요양공동생활가정,1,0,1,0,2,0,1,0,0,0,4,0,0
11130500436,A03,노인요양시설(개정법),1,0,3,0,1,0,1,0,0,0,13,0,0
11130500442,A03,노인요양시설(개정법),1,0,3,0,1,0,2,0,0,0,16,0,0
11130500450,A04,노인요양공동생활가정,1,0,1,0,2,0,1,0,0,0,4,0,0
11130500461,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,4,0,0
11130500465,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11132000003,A03,노인요양시설(개정법),1,1,4,0,2,2,6,0,0,2,59,1,0
11132000113,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,4,0,0
11132000156,A03,노인요양시설(개정법),1,0,2,0,0,0,1,0,0,0,10,0,0
11132000216,A04,노인요양공동생활가정,1,0,0,2,0,0,1,0,0,0,4,0,0
11132000240,A04,노인요양공동생활가정,1,0,0,0,2,0,1,0,0,0,4,0,0
11132000274,A04,노인요양공동생활가정,1,0,0,0,2,0,1,0,0,0,4,0,0
11132000275,A04,노인요양공동생활가정,1,0,0,0,2,0,1,0,0,0,3,0,0
11132000281,A03,노인요양시설(개정법),1,1,2,0,1,0,5,0,1,0,33,0,0
11132000286,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11132000289,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11132000295,A04,노인요양공동생활가정,1,0,0,0,3,0,1,0,0,0,9,0,0
11132000319,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11132000330,A03,노인요양시설(개정법),1,0,2,0,0,1,2,0,0,0,13,0,0
11132000333,A04,노인요양공동생활가정,1,0,0,1,0,0,1,0,0,0,4,0,0
11132000337,A03,노인요양시설(개정법),1,0,5,0,1,2,1,0,0,1,20,0,0
11132000339,A03,노인요양시설(개정법),1,0,3,0,1,1,1,0,0,1,22,1,0
11132000340,A04,노인요양공동생활가정,1,0,0,1,0,0,1,0,0,0,4,0,0
11132000343,A04,노인요양공동생활가정,1,0,1,0,2,0,1,0,0,0,7,0,0
11132000345,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11132000346,A04,노인요양공동생활가정,1,0,1,0,2,0,1,0,0,0,3,0,0
11132000352,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,4,0,0
11132000370,A04,노인요양공동생활가정,1,0,1,0,0,0,1,0,0,0,4,0,0
11132000380,A04,노인요양공동생활가정,1,0,1,0,2,0,1,0,0,0,4,0,0
11132000395,A04,노인요양공동생활가정,1,0,1,1,1,0,1,0,0,0,4,0,0
11132000396,A04,노인요양공동생활가정,1,0,0,0,2,0,1,0,0,0,4,0,0
11132000401,A03,노인요양시설(개정법),1,0,1,0,1,1,1,0,0,0,14,0,0
11132000402,A03,노인요양시설(개정법),1,0,2,0,0,0,1,0,0,0,13,0,0
11132000403,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,0,0,14,0,0
11132000404,A03,노인요양시설(개정법),1,0,2,0,0,0,1,0,0,0,13,0,0
11132000405,A03,노인요양시설(개정법),1,0,4,0,2,0,1,0,0,0,14,0,0
11132000406,A03,노인요양시설(개정법),1,0,2,0,1,0,1,0,0,0,15,0,0
11132000412,A04,노인요양공동생활가정,1,0,1,0,2,0,1,0,0,0,4,0,0
11132000413,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11132000415,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,4,0,0
11132000416,A03,노인요양시설(개정법),1,0,1,0,1,0,2,0,0,0,14,0,0
11132000418,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,4,0,0
11132000419,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,4,0,0
11132000426,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,4,0,0
11132000451,A03,노인요양시설(개정법),1,1,5,0,0,1,4,0,1,0,35,1,0
11132000454,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,0,0,13,0,0
11132000463,A04,노인요양공동생활가정,1,0,0,0,0,1,0,0,0,0,4,0,0
11132000464,A04,노인요양공동생활가정,1,0,0,0,0,1,0,0,0,0,4,0,0
11132000482,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,5,0,0
11132000483,A04,노인요양공동생활가정,1,0,0,0,3,0,1,0,0,0,6,0,0
11132000496,A03,노인요양시설(개정법),1,0,2,0,2,0,2,0,0,0,12,0,0
11132000517,A03,노인요양시설(개정법),1,0,2,0,1,0,1,0,0,0,11,0,0
11132000531,A03,노인요양시설(개정법),1,0,2,0,2,0,2,0,0,0,14,0,0
11132000537,A03,노인요양시설(개정법),1,1,1,1,0,0,2,0,0,0,13,0,0
11132000553,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,1,0,19,0,1
11132000630,A03,노인요양시설(개정법),1,0,2,0,1,0,1,0,0,0,3,0,0
11132000631,A03,노인요양시설(개정법),1,1,2,0,2,5,1,0,1,0,32,1,0
11135000011,A03,노인요양시설(개정법),1,1,5,0,2,11,6,0,3,0,98,2,0
11135000016,A03,노인요양시설(개정법),1,1,3,0,2,3,0,0,1,0,36,0,0
11135000020,A03,노인요양시설(개정법),1,1,1,0,2,2,1,0,0,1,20,1,0
11135000175,A03,노인요양시설(개정법),1,1,2,0,1,1,2,0,0,2,40,1,0
11135000188,A03,노인요양시설(개정법),1,1,2,0,1,0,3,0,0,1,39,1,0
11135000223,A03,노인요양시설(개정법),1,0,1,0,2,0,1,0,0,0,13,0,0
11135000268,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,0,1,22,0,0
11135000273,A03,노인요양시설(개정법),1,1,3,0,1,0,4,0,1,1,39,1,0
11135000292,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,5,0,0
11135000355,A03,노인요양시설(개정법),1,0,2,0,1,0,1,0,0,0,5,0,0
11135000400,A03,노인요양시설(개정법),1,1,2,0,1,1,3,0,1,0,39,0,0
11135000407,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11135000425,A03,노인요양시설(개정법),1,0,2,0,0,0,1,0,0,0,13,0,0
11135000465,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,4,0,0
11135000487,A04,노인요양공동생활가정,1,0,0,0,0,1,0,0,0,0,4,0,0
11135000601,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,4,0,0
11135000602,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11135000603,A04,노인요양공동생활가정,1,0,0,0,1,0,2,0,0,0,2,0,0
11135000627,A03,노인요양시설(개정법),1,1,4,0,1,3,1,0,2,0,31,0,0
11135000630,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,4,0,0
11135000636,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,5,0,0
11135000637,A04,노인요양공동생활가정,1,0,0,0,0,0,1,0,0,0,4,0,0
11135000651,A04,노인요양공동생활가정,1,0,0,1,0,0,1,0,0,0,4,0,0
11135000669,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,4,0,0
11138000006,A02,노인전문요양시설,0,0,0,0,0,0,0,0,0,0,0,0,0
11138000006,A03,노인요양시설(개정법),1,1,3,0,1,1,5,0,2,0,44,1,1
11138000008,A02,노인전문요양시설,0,0,0,0,0,0,0,0,0,0,0,0,0
11138000008,A03,노인요양시설(개정법),1,1,3,0,1,1,4,0,1,0,35,1,0
11138000031,A04,노인요양공동생활가정,1,0,0,1,0,0,1,0,0,0,3,0,0
11138000065,A03,노인요양시설(개정법),1,1,7,0,2,6,12,0,2,1,119,1,0
11138000065,G31,치매전담실가형1실,0,0,0,0,0,0,0,0,0,0,7,0,0
11138000065,G32,치매전담실가형2실,0,0,0,0,0,0,0,0,0,0,6,0,0
11138000065,G33,치매전담실가형3실,0,0,0,0,0,0,0,0,0,0,8,0,0
11138000090,A03,노인요양시설(개정법),1,0,2,0,1,1,0,0,0,0,11,0,0
11138000093,A03,노인요양시설(개정법),1,0,1,0,3,0,1,0,0,0,7,0,0
11138000093,A04,노인요양공동생활가정,0,0,0,0,0,0,0,0,0,0,0,0,0
11138000128,A03,노인요양시설(개정법),1,0,1,0,0,1,0,0,0,1,17,0,0
11138000195,A03,노인요양시설(개정법),1,0,1,0,1,0,1,0,0,0,13,0,0
11138000216,A03,노인요양시설(개정법),1,1,4,0,1,0,8,0,1,1,58,0,0
11138000217,A03,노인요양시설(개정법),1,1,5,0,2,8,4,0,0,3,78,0,0
11138000217,M31,치매전담실나형1실,0,0,0,0,0,0,0,0,0,0,6,0,0
11138000224,A03,노인요양시설(개정법),1,1,1,0,2,3,1,0,0,1,41,0,0
11138000243,A03,노인요양시설(개정법),1,1,2,0,0,0,2,0,1,0,31,1,0
11138000258,A03,노인요양시설(개정법),1,0,2,0,1,0,3,0,0,1,21,0,0
11138000280,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,4,0,0
11138000355,A03,노인요양시설(개정법),1,1,2,0,1,0,2,0,0,1,20,0,0
11138000379,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,0,1,23,0,0
11138000397,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,0,0,15,0,0
11138000402,A04,노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,4,0,0
11138000430,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11138000431,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11138000481,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11138000482,A03,노인요양시설(개정법),1,1,3,0,1,1,3,0,1,0,31,2,0
11138000482,G31,치매전담실가형1실,0,0,0,0,0,0,0,0,0,0,7,0,0
11138000506,A03,노인요양시설(개정법),1,1,4,0,2,10,0,0,3,2,75,1,0
11138000535,A03,노인요양시설(개정법),1,0,0,0,0,0,0,0,0,0,0,0,0
11141000021,A03,노인요양시설(개정법),1,0,2,0,1,0,1,0,0,0,10,0,0
11141000023,A03,노인요양시설(개정법),1,0,2,0,1,0,1,0,0,0,12,0,0
11141000073,A03,노인요양시설(개정법),1,0,4,0,1,3,0,0,1,0,32,1,0
11141000097,A03,노인요양시설(개정법),1,0,1,0,1,1,1,0,0,0,12,0,0
11141000097,A05,노인요양시설(단기보호 전환),0,0,0,0,0,0,0,0,0,0,0,0,0
11141000098,A03,노인요양시설(개정법),1,0,1,0,1,0,1,0,0,0,9,0,0
11141000133,A04,노인요양공동생활가정,1,0,1,0,1,0,1,0,0,0,3,0,0
11141000149,A03,노인요양시설(개정법),1,0,2,0,1,4,0,0,0,1,23,0,0
11141000170,A04,노인요양공동생활가정,0,0,0,0,0,0,0,0,0,0,0,0,0
11141000170,S41,치매전담형노인요양공동생활가정,1,0,0,0,1,0,1,0,0,0,3,0,0
11141000210,A03,노인요양시설(개정법),1,0,2,0,1,0,2,0,0,0,14,0,0
