longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,adminPttnCd,hmpgAddr,longTermAdminSym,pkngEquip,tfMth
12723000107,G32,27,230,효성실버타운,00,NORMAL SERVICE.,G32,www.hssilvertown.or.kr,12723000107,-승용차 50대,"대중교통편-버스정류장 도남동(20738) 칠곡5-버스정류장 대구제1,2예비군훈련장앞(22030) 칠곡5, 706-버스정류장 도남10(22019) 순환2, 순환2-1, 순환3, 순환3-1자가용 이용편-국우터널 통과 후 50사단 남문 / 도남동 방면으로 진입 ☞ 200m 직진 ☞  도남동으로 우회전 ☞ 1.5km 지점에서 우회전(해청식품 지난 후 솔밭 사이 길로)-국우터널 통과 후 도남지구우회전  ☞ 도남중앙로 방면 죄회전  ☞ 도남동 방면 계속직진  ☞ 대구국우초등학교 지나서 좌회전  ☞ 우회전"
12729000252,G32,27,290,상록수 실버타운,00,NORMAL SERVICE.,G32,www.slssilver.or.kr,12729000252,*승용차 10대 정도 주차가능,"버스: 시내-보람타운 하차-달서아트센터 방향  500m지점 장성교회 옆 상록수 실버타운지하철 2호선 용산역 하차-계명대성서캠퍼스방향으로 평화타운하차(상기 경로 참조)                      이곡역 하차-시내방향 평화타운 맞으편 버스 정류장 하차(상기 경로 참조)자가 이용시: 성주방향 성서IC에서 내려 달서대로 1차선 진입-150m지점 4거리에서 유턴                     -서울,경남권방향 도로 진입전(150m정도) 우회전(상록수실버타운 이정표 방향으로)                     -직진500m지점 장성교회옆 상록수 실버타운 위치"
12771000086,G32,27,710,대구보훈요양원,00,NORMAL SERVICE.,G32,http://dgcare.bohun.or.kr,12771000086,"대지면적 (6,037평) 으로 자가용 63대 주차가능",대중교통을 이용하실 경우지하철 2호선 문양역 하차 ->하산스무지(종점)행 성서2번 버스이용->요양원입구에서 하차성서2번 운행노선월배차량기지-조암네거리-달서구청-본리네거리-죽전네거리-계명대-강창교-대실역-문양역-봉촌1리-하산스무지자가용으로 오실경우계명대-강창교-대실역-문양-동곡사거리(직진 후 400m지나서)-왜관방향(으로 진출 후 400m지나서)-하빈방향으로 우측진출-안내이정표대로 진입
12723000107,G33,27,230,효성실버타운,00,NORMAL SERVICE.,G33,www.hssilvertown.or.kr,12723000107,-승용차 50대,"대중교통편-버스정류장 도남동(20738) 칠곡5-버스정류장 대구제1,2예비군훈련장앞(22030) 칠곡5, 706-버스정류장 도남10(22019) 순환2, 순환2-1, 순환3, 순환3-1자가용 이용편-국우터널 통과 후 50사단 남문 / 도남동 방면으로 진입 ☞ 200m 직진 ☞  도남동으로 우회전 ☞ 1.5km 지점에서 우회전(해청식품 지난 후 솔밭 사이 길로)-국우터널 통과 후 도남지구우회전  ☞ 도남중앙로 방면 죄회전  ☞ 도남동 방면 계속직진  ☞ 대구국우초등학교 지나서 좌회전  ☞ 우회전"
12729000252,G33,27,290,상록수 실버타운,00,NORMAL SERVICE.,G33,www.slssilver.or.kr,12729000252,*승용차 10대 정도 주차가능,"버스: 시내-보람타운 하차-달서아트센터 방향  500m지점 장성교회 옆 상록수 실버타운지하철 2호선 용산역 하차-계명대성서캠퍼스방향으로 평화타운하차(상기 경로 참조)                      이곡역 하차-시내방향 평화타운 맞으편 버스 정류장 하차(상기 경로 참조)자가 이용시: 성주방향 성서IC에서 내려 달서대로 1차선 진입-150m지점 4거리에서 유턴                     -서울,경남권방향 도로 진입전(150m정도) 우회전(상록수실버타운 이정표 방향으로)                     -직진500m지점 장성교회옆 상록수 실버타운 위치"
22714000367,H31,27,140,동구노인장기요양센터,00,NORMAL SERVICE.,H31,"https://blog.naver.com/dgcare31, http://www.dgcare.or.kr",22714000367,센터 앞 주차구역 및 센터 옆 공영주차장 이용.,"반야월역(국철): 708 . 805 , 808 , 814 , 818 , 836 , 849 , 980 , 동구2 , 55 , 55-1 , 555아양교 :836, 818, 980, 805 지하철 반야월역 1번출구에서 혁신도시로 가는 방향으로 약 600미터 올라와 좌회전 후(초당방추어탕 골목) 200미터 직진하면 오른편에 동구재가노인돌봄센터가 있습니다."
22714000615,H31,27,140,동구공립재가노인복지센터,00,NORMAL SERVICE.,H31,https://blog.naver.com/dgpdcc,22714000615,주차시설: 총 2대 (장애인전용 포함)지상 2대,"<지하철 이용시>▶ 아양교역 2번 출구(1호선)  ※ 101-1번 → 공산파출소 하차 → 파계사 방면으로 도보 2분<버스 이용시>  ※ 101번, 101-1번 → 공산파출소 하차 → 파계사 방면으로 도보 2분"
22714000720,H31,27,140,대구재활주간보호센터,00,NORMAL SERVICE.,H31,없음,22714000720,有,율하역 4번출구에서 864 km/율하광장 입구 바로옆 왼편에 동흥광장빌딩 5층에 위치/율하 7단지 길건너
22714000722,H31,27,140,수성재활주간보호센터,00,NORMAL SERVICE.,H31,https://band.us/n/a4a7b6QbZfL6d,22714000722,- 주간보호센터 주차타워 및 건물 앞 무료주차 가능- 효목공영주차장 유료주차(효목동 467-5),"수성도서관 건너 하차 818, 399, 651, 555, 55, 518, 651,708, 동구1주소: 동구 화랑로105 치매전담기관 2층, 일반주간보호 3층"
22717000415,H31,27,170,(주)케어링 주간보호센터 대구 서구점,00,NORMAL SERVICE.,H31,blog.naver.com/cc_dg01,22717000415,자차 이용 시 본 건물 지하주차장 이용,지하철 2호선 반월당역 승차 -> 청라언덕역 하차 -> 3호선 환승 -> 팔달시장역 하차 -> 도보 2분 거리버스 730번 약령시건너 승차 -> 팔달신시장 하차 -> 도보 4분 거리
22720000148,H31,27,200,효원주간보호센터A,00,NORMAL SERVICE.,H31,http://blog.naver.com/mej7017,22720000148,건물 앞 주차가능,"■ 대구가톨릭대학교병원에서 5분 거리에 위치■ 지하철 - 대명역, 안지랑역, 현충로역 하차 후 도보 10분■ 버스 - 문성병원, 두류공원네거리, 대구가톨릭대학병원 정류장 하차 후 도보 10분"
32714000310,I31,27,140,선정노인복지센터,00,NORMAL SERVICE.,I31,http://www.sjdold.co.kr/,32714000310,롯데리아 뒷편(팔팔상회)으로 오시면 지하주차장이 있습니다. 현재 뒷편 공사 중으로 도로가 협소합니다. 주의해주세요.,율하역 하차.1)율하역 3번 출구로 나오십시오. 2)롯데아울렛 남쪽 방향으로 직진하십시오. 3)율하동우체국이 보이면 왼쪽으로 길을 건너십시오. 4)롯데리아가 1층인 건물을 찾으십시오. 5)롯데리아 건물 5층에 위치하고 있습니다.
32729000350,I31,27,290,늘푸른노인복지센터,00,NORMAL SERVICE.,I31,http://npurun.ad-media.kr/main,32729000350,건물 뒤편과 주차타워,"지하철 - 1호선 월배역 도보로 10분버   스 - 아너스월성앞, 상인자이앞 (306, 623, 달서1)             태왕아너스베스트앞, 월성자이앞 (306, 623, 달서1, 급행6)"
32729000399,I31,27,290,온사랑데이케어센터,00,NORMAL SERVICE.,I31,blog.naver.com/onlove1577,32729000399,1대 가능,"지하철 1호선 성당못역 800m버스 : 금봉네거리2 (00713) 남부초등학교앞2 방면 간선306, 750, 지선 서구1"
12726000275,S41,27,260,드림실버요양복지센터 2관,00,NORMAL SERVICE.,S41,blog.naver.com/kcg8090,12726000275,신흥빌딩 뒷편 별도의 주차공간 있습니다.,"<대구 남구청> - 204, 401, 564 GS대림 주유소 방면으로 오시면 됩니다. <대구 북구청>- 지상철 3호선 : 목련시장 방면으로 오시면 됩니다.<대구 수성구청> - 수성1, 수성1-1, 급행3  :목련시장 방면으로 오시면 됩니다.<대구 동구청>- 401, 814 : GS대림 주유소 방면으로 오시면 됩니다. - 순환3 : 목련시장 방면으로 오시면 됩니다."
12771000221,S41,27,710,가족사랑요양원+,00,NORMAL SERVICE.,S41,http://https://blog.naver.com/familylove9090,12771000221,지하주차장有.,시내버스 600번 623번 653번 대성베르힐 앞 하차
12811000009,A03,28,125,다정노인요양원,00,NORMAL SERVICE.,A03,-,12811000009,지하주차장 (지하1층),"전철 1호선 동인천역 에서 도보로 7분 애관극장 앞  금은빌딩 2,3,4층 ."
12811000029,A03,28,125,예지요양원,00,NORMAL SERVICE.,A03,http://cafe.naver.com/yejihospital7736035,12811000029,"지하 주차장 및 기계식 주자타워 이용 총 56대 주차 가능 (자주식 주차 10대, 기계식 주차 46대)","전철:동인천역 5번 출구 1번 출구로 나온 후 경동사거리 방향으로 100미터 이동버스: 마을버스 506,517,519,521 신포시장 또는 동인천역 하차좌석버스: 105,112,306 신포시장 또는 동인천역 하차일반버스: 2,3,4,6,6-1,10,12,15,16,17-1,21,22,23,24,28-1,41,45,46,62               답동, 동인천역, 배다리 에서 내려서 5분 거리자가용:경인 제1고속도록 이용 ->인천항 종점에서 동인천방면으로 3Km 경인 제2고속도록 이용 ->인천항 종점에서 동인천 방면으로 5Km"
12811000060,A03,28,125,가족같은효성요양원,00,NORMAL SERVICE.,A03,https://blog.naver.com/hyosung3114,12811000060,"지상주차장 - 8대기계식주차장 - 8대공영주차장 - 터미널주차장, 해양광장지하주차장사설주차장 - 남해주차장","자가용 이용하실 경우 : 제2경인고속도로 능해IC → 아암물류단지 방면 이동 후 인천항 국제여객터미널 방면                                     수도권제2순환 고속도로 인천항 방면 종착점 → 인천항 고가교 진입 후 인천항 국제여객터미널 방면                                     제3경인고속화도로 송도IC → 송도3교 진입 센트럴로(路) 이동 후 인천항 국제여객터미널 방면 인근 지하철역 : 인천1호선 송도달빛축제공원역(8.6km, 택시 약 20분 소요)                          1호선 동인천역(6.2km, 택시 약 15분 소요) 인근 버스정류장 : 인천항 국제여객터미널 정류장 (노선버스 12번, 24번) 하차 , 건너편 KCC 페인트 골목에 위치                             라이프아파트 정류장(12번, 16-1번, 23번, 27번 경유) 하차 , 벤츠서비스센터 골목 연안동 성당 방면 직진"
12811000076,A03,28,125,예봄요양원,00,NORMAL SERVICE.,A03,cafe.naver.com/yejihospital7736035,12811000076,- 예봄요양원 1층 주차 7대 가능- 주차 시 2층 또는 6층 안내 데스크로 방문접수 필요,"- 동인천역 2번 출구로 나와서 예봄요양원까지 약 475m 걷기 (약 7분)- 동인천역 19번 출구로 나와 예봄요양원까지 10m 걷기 (약 1분)- 간선 4, 6, 9, 12, 15, 16, 23, 24, 28, 41, 45, 46, 72, 112, 306, 307번 버스 승차 후, 동인천역 정류장에서 하차 예봄요양원까지 약 171m 걷기"
12811000082,A03,28,125,수 요양원,00,NORMAL SERVICE.,A03,http://www.soosilver.co.kr,12811000082,* 정문 - 옥  내(지하주차장) :   37 대가능* 후문 - 옥  외(지상주차장) :    2 대가능,"전   철: 지하철 1호선 동인천역 하차(지하상사로 내려 오셔서 맞은편 국민은행 건물 -> 인현통닭 건물 사이길 진입 -> 동인천 길병원 주차장 맞은편 위치 -> 구, 인형극장 건물)버   스: 동인천방향 1) 간선 : 10, 12, 15, 16, 17, 17-1, 2, 21, 22, 23, 24, 28, 29, 4, 40, 41, 45, 6, 6-1, 62번2) 지선 : 506, 517, 519, 5213) 좌석 : 112, 3064) 급행 : 901자가용 1) 제1경인고속도로 이용시              동인천 IC 또는 도화 IC로 진입후 동인천역 방향          2) 제2경인고속도로 및 외곽순환도로 이용시              제2경인고속도로 진입후  인천항 방향 진입후 동인천역 방향           3) 국도이용시              ㄱ) 배다리 사거리에서 좌회전 후 일방통행 진입              ㄴ) 신포동 사거리에서 우회전 후 일방통행 진입"
12811000083,A03,28,155,한우리요양원,00,NORMAL SERVICE.,A03,cafe.naver.com/hanwoorist,12811000083,15대 이상 주차가능(지하주차장),공항철도 운서역 하차 후 5분거리
12811000052,A04,28,125,섭리노인요양공동생활가정,00,NORMAL SERVICE.,A04,cafe.naver.com/subri0665,12811000052,없음(건물앞 도로변에 주차가능함),"지하철 : 인천역     인천시내버스 :  2번,15번, 23번, 28번, 45번, 10번 동화마을 하차"
12811000081,A04,28,125,늘단비요양원,00,NORMAL SERVICE.,A04,http://blog.naver.com/kissbroodd,12811000081,지하 26대,"숭의역에서 도보 5분 , 인하대 병원 버스편 이용 가능  -인하대병원 맞은편 현대상가 4층"
12814000081,A04,28,125,미래간호요양원,00,NORMAL SERVICE.,A04,http://blog.naver.com/lucklee,12814000081,두손피카디리 빌딩 지하 주차장 이용^^,"※ 주변 지하철역 : 1호선(도원,동인천)※ 주변 버스정류장1. 배다리삼거리(36-006) ┎ 간선 : 2, 3-2, 12, 16, 17, 29, 40, 41, 46, 62, 72┖ 지선 : 5062. 배다리삼거리(36-007)┎ 간선 : 2, 3-2, 10, 12, 16, 17, 29, 40, 41, 46, 62, 72┖ 지선 : 5063. 인천정보산업고등학교(35-183) - 간선 : 10, 15, 21, 22, 283. 인천정보산업고등학교(36-002) - 간선 : 10, 15, 21, 22, 284. 미림극장입구(36-141) - 지선 :5065. 도원동주민센터(36-128) - 간선 25※ 버스1) 배다리 삼거리 하차  : 2, 3-1, 12, 17, 29, 40, 41, 46, 622) 배다리 하차 : 2, 10, 15, 16, 21, 22, 28, 29※마을버스 : 505,507, 509문화사우나 건물 5층, 배다리전통공예거리 사거리에서 고서적거리로 들어와 두손피카디리빌딩 5층에 위치"
12814000082,A04,28,125,미래간호요양원 2호점,00,NORMAL SERVICE.,A04,http://blog.naver.com/lucklee,12814000082,두손피카디리 빌딩 지하 주차장 이용^^,"※ 주변 지하철역 : 1호선(동인천, 도원)※ 주변 버스정류장1. 배다리삼거리(36-006) ┎ 간선 : 2, 3-2, 12, 16, 17, 29, 40, 41, 46, 62, 72┖ 지선 : 5062. 배다리삼거리(36-007)┎ 간선 : 2, 3-2, 10, 12, 16, 17, 29, 40, 41, 46, 62, 72┖ 지선 : 5063. 인천정보산업고등학교(35-183) - 간선 : 10, 15, 21, 22, 283. 인천정보산업고등학교(36-002) - 간선 : 10, 15, 21, 22, 284. 미림극장입구(36-141) - 지선 :5065. 도원동주민센터(36-128) - 간선 25※ 버스1) 배다리 삼거리 하차  : 2, 3-1, 12, 17, 29, 40, 41, 46, 622) 배다리 하차 : 2, 10, 15, 16, 21, 22, 28, 29※마을버스 : 505,507, 509문화사우나 건물 5층, 배다리전통공예거리 사거리에서 고서적거리로 들어와 두손피카디리빌딩 5층에 위치"
12817000229,A04,28,177,노인요양원 행복의집,00,NORMAL SERVICE.,A04,happy60plus,12817000229,2대,"일반버스-14,16,25,36,38(유원아파트하차)마을버스-517,519(유원아파트하차)"
12817000267,A04,28,177,행복드림요양원,00,NORMAL SERVICE.,A04,www.ilovehappy.kr,12817000267,건물뒷편과 건물 옆 공간 주차할 수 있음,"주안역하차-고려예식장앞에서(38번,514번, 10번출구63번,21)- 동양장승기사거리 에서 하차-K2 맞은편  레드페이스 매장 5층(EV6층)(승용차): 주안역에서 동양장사거리방향- 동양장사거리에서 우회전- U턴-100미터  전방 우측"
22811000144,B01,28,125,조이노인복지센터,00,NORMAL SERVICE.,B01,없음,22811000144,없음,지하철 1호선 도원역 도보 10분
22811000145,B01,28,125,편안한노인복지센터,00,NORMAL SERVICE.,B01,https://cozycare.creatorlink.net/,22811000145,주변 공영주차장,수인선 신포역 4번 출구 434m 신포시장버스정류장
22811000160,B01,28,125,행복한노인요양센터,00,NORMAL SERVICE.,B01,없음,22811000160,- 송월시장 공영주차장 이용- 인근 GS편의점 앞 공영주차장- 사무실 앞 (최대 2대),"-지하철역 ① 1호선 동인천역 하차 → 3번 또는 2번출구 버스정류장 → 45,10 번 이용 후 전동교회 하차 → 도보로 직진 (100m)② 1호선 인천역 하차 → 출구 신호건너편 버스정류장 → 45,10 번 이용 후 개항동어울터 하차 → 신호건너 동인천역방향으로 도보 직진(100m)-버스 : 45번,10번,이음11번"
22811000168,B01,28,125,효당노인복지센터,00,NORMAL SERVICE.,B01,없음.,22811000168,신흥시장 큰 도로변 제2 공영 주차장,1.신흥사거리에서 도보 3분2.신흥시장에서 도보 1분3.숭의역 3번출구에서 신광사거리 방향으로 도보 10분 (약 650m)4.4번. 23번.45번등 신흥시장하차후 도보3분거리
22811000169,B01,28,125,동행재가노인복지센터,00,NORMAL SERVICE.,B01,https://blog.naver.com/cjy7784,22811000169,"- 주차시설: 중구청 지하주차장,  인근공용주차장,   개인주차장","- 지하철 이용:  수인분당선: 신포역 3번 출구,   인천지하철 1호선:  인천역 1번 출구,  동인천역 4번 출구- 버스이용  정류장명: 인천중구청 앞  일반노선: 15. 28.  인천e음 11"
22811000172,B01,28,125,365효재가복지센터2호점,00,NORMAL SERVICE.,B01,https://band.us/n/aca6AcR7keu59,22811000172,인천역 코아루 오피스텔 주차,"전철 이용 안내 : 1호선 국철 인천역 하차 후 인천 코아루 오피스텔 버스 이용 안내 : 2번, 45번, 15번자차 이용시 : 1호선 인천역 앞 코아루 오피스주차장"
22811000144,B02,28,125,조이노인복지센터,00,NORMAL SERVICE.,B02,없음,22811000144,없음,지하철 1호선 도원역 도보 10분
22811000145,B02,28,125,편안한노인복지센터,00,NORMAL SERVICE.,B02,https://cozycare.creatorlink.net/,22811000145,주변 공영주차장,수인선 신포역 4번 출구 434m 신포시장버스정류장
22811000160,B02,28,125,행복한노인요양센터,00,NORMAL SERVICE.,B02,없음,22811000160,- 송월시장 공영주차장 이용- 인근 GS편의점 앞 공영주차장- 사무실 앞 (최대 2대),"-지하철역 ① 1호선 동인천역 하차 → 3번 또는 2번출구 버스정류장 → 45,10 번 이용 후 전동교회 하차 → 도보로 직진 (100m)② 1호선 인천역 하차 → 출구 신호건너편 버스정류장 → 45,10 번 이용 후 개항동어울터 하차 → 신호건너 동인천역방향으로 도보 직진(100m)-버스 : 45번,10번,이음11번"
22811000168,B02,28,125,효당노인복지센터,00,NORMAL SERVICE.,B02,없음.,22811000168,신흥시장 큰 도로변 제2 공영 주차장,1.신흥사거리에서 도보 3분2.신흥시장에서 도보 1분3.숭의역 3번출구에서 신광사거리 방향으로 도보 10분 (약 650m)4.4번. 23번.45번등 신흥시장하차후 도보3분거리
22811000169,B02,28,125,동행재가노인복지센터,00,NORMAL SERVICE.,B02,https://blog.naver.com/cjy7784,22811000169,"- 주차시설: 중구청 지하주차장,  인근공용주차장,   개인주차장","- 지하철 이용:  수인분당선: 신포역 3번 출구,   인천지하철 1호선:  인천역 1번 출구,  동인천역 4번 출구- 버스이용  정류장명: 인천중구청 앞  일반노선: 15. 28.  인천e음 11"
22811000172,B02,28,125,365효재가복지센터2호점,00,NORMAL SERVICE.,B02,https://band.us/n/aca6AcR7keu59,22811000172,인천역 코아루 오피스텔 주차,"전철 이용 안내 : 1호선 국철 인천역 하차 후 인천 코아루 오피스텔 버스 이용 안내 : 2번, 45번, 15번자차 이용시 : 1호선 인천역 앞 코아루 오피스주차장"
22811000136,B03,28,125,인천중구구립치매전담형주간보호센터(건강마실터),00,NORMAL SERVICE.,B03,www.sarangche.org,22811000136,"중구보건소 지하 1,2층","전철(국철 동인천역 하차 후 중구보건소 도보 5분-4층 건강마실터)버스(4, 6-1, 16, 22, 23, 24, 45, 46, 112 동인천역 하차 후 중구보건소 도보 5분-4층 건강마실터)"
22811000147,B03,28,125,수노인복지센터,00,NORMAL SERVICE.,B03,http://www.soosilvercare.com,22811000147,* 정문 - 옥 내(지하주차장) : 37 대가능* 후문 - 옥 외(지상주차장) : 5 대가능,"전 철: 지하철 1호선 동인천역 하차(지하상가 통로에서 3,4번 출구 농협 쪽 길 -> 인형통닭삼계탕 건물 사이길 진입 -> 동인천 길한방병원 주차장 맞은편 위치 -> 구, 인형극장 건물)버 스: 동인천방향 1) 간선 : 10, 12, 15, 16, 17, 17-1, 2, 21, 22, 23, 24, 28, 29, 4, 40, 41, 45, 6, 6-1, 62번2) 지선 : 506, 517, 519, 5213) 좌석 : 112, 3064) 급행 : 901자가용 1) 제1경인고속도로 이용시 동인천 IC 또는 도화 IC로 진입후 동인천역 방향2) 제2경인고속도로 및 외곽순환도로 이용시 제2경인고속도로 진입후 인천항 방향 진입후 동인천역 방향 3) 국도이용시 ㄱ) 배다리 사거리에서 좌회전 후 일방통행 진입 ㄴ) 신포동 사거리에서 우회전 후 일방통행 진입"
22811000150,B03,28,155,희망나무노인주야간보호센터,00,NORMAL SERVICE.,B03,blog.naver.com/ims7114,22811000150,주차 12대 가능(장애인 1대),영종역 - 중구 3번 버스  - 긴마루교회 앞 하차.센터 입구에는 아담한 카페가 있습니다.
22811000153,B03,28,125,중부노인주야간보호센터,00,NORMAL SERVICE.,B03,http://www.중부요양원.kr/,22811000153,시설 내 전용 주차장,도로명: 인천광역시 중구 자유공원로 37 지층지번: 인천광역시 중구 내동 1-15지하철 1호선 동인천역에서 도보 10분거리버스로 동인천역 정류장에서 하차하여 도보로 10분거리
22811000166,B03,28,155,큰사랑주간보호센터,00,NORMAL SERVICE.,B03,www.큰사랑주간보호센터.com,22811000166,주차장 완비(건물 뒷편에 주차장 입구 있습니다),203 운서2차sk 뷰 스카이시티 정류장 하차 후 도보 1분 206 운서2차sk 뷰 스카이시티 정류장 하차 후 도보 1분 221 운서2차sk 뷰 스카이시티 정류장 하차 후 도보 1분
22811000178,B03,28,155,영종스마일주간보호센터(방문요양),00,NORMAL SERVICE.,B03,http://xn--s39a14xwncj4fl1bu1i41crwcy4ad26c0um.kr/,22811000178,지하 1~2층,[206번 버스 이용시] 운서역 하자 → 206번 승차(6개 정류장 이동) → 푸르지오더스카이 하차 후 도보 122m[203번 버스 이용시] 운서역 하자 → 203번 승차(11개 정류장 이동) → 푸르지오더스카이 하차 후 도보 122m
22820000930,B04,28,200,만수글라라의집단기보호,00,NORMAL SERVICE.,B04,만수글라라의집  밴드,22820000930,지하주차장,"인천2호선 남동구청역 4번 출구 도보 5분버스 62,103-1,27,33,532, 535"
22820001032,B04,28,200,서창단기보호,00,NORMAL SERVICE.,B04,https://blog.naver.com/seochangcarehome/223131343691,22820001032,건물 뒤쪽으로 6대를 주차하실수있는 주차공간이 마련되어있습니다.,[대중교통이용시]인천광역시 남동구 매소홀로 1090 3층/ 인천 2호선 운연역에서 5번 15번 타고 신일교회 하차 좌측으로 350M 도보 삼거리에서 좌측 로젠택배 우측 구룡이화빌딩 건물 3층입니다.
22824500511,B04,28,245,계양다사랑단기보호센터,00,NORMAL SERVICE.,B04,https://dasarang2014@naver.com,22824500511,"대상빌딩옆주차장,  건물뒷편 공영주차장, 부근 현대아파트길 (08:00~19:00가능)","계양다사랑요양원주소: 인천광역시 계양구 계산로 148(계산동) 대상빌딩 4층계양 다사랑 요양원주소: 인천광역시 계양구 계산로 148(계산동) 대상빌딩 4층 교통편- 지하철:인천지하철 1호선, 경인교대역 2,3번 출구 2번 3번 출구 사이길 직진, 도보로 7분 소요-버스:30,80,81,588번 승차 후, 경인교대역에 하차(2번 3번 출구 사이길 직진, 도보로 7분 소요)팩스) 032-552-8274"
22824500594,B04,28,245,계양다사랑단기보호센터,00,NORMAL SERVICE.,B04,http://www.계양다사랑요양원.kr,22824500594,"대상빌딩 옆 주차장 , 건물뒷편 공영주차장 , 부근 현대아파트길 (08:00~19:00가능)","계양다사랑 단기보호센터 : 인천광역시 계양구 계산로148(계산동)대상빌딩 4층교통편-지하철 : 인천지하철1호선 경인교대역2번,3번출구 사이길 직진 도보로7분 소요           버  스 : 30,80,81,588번 승차 후 경인교대역 하차 (2번,3번 출구 사이길 직진, 도보7분 소요)전   화 : 032-555-8274"
22826000817,B04,28,290,그레이스힐단기보호센터,00,NORMAL SERVICE.,B04,없음,22826000817,지상 주차장 있음,"버스 841 검단초등학교 하차/버스 76, 17-1 대주아파트 하차"
22811000231,B05,28,125,마음다은 방문간호센터,00,NORMAL SERVICE.,B05,https://m.blog.naver.com/daum_touch_365,22811000231,"센터 앞 주차1대, 근처 교회와 공용주차장 이용 가능함.","도원역 1번 출구에서 동인천 방향 공영주차장 근처(인천 중구 도원로 56번길 17-20, 1층 마음다은 방문간호센터)"
22817700493,B05,28,177,인천통합복지 사회적협동조합,00,NORMAL SERVICE.,B05,totalcare.or.kr,22817700493,건물 주차장 있음,"버스 : 신동아아파트 버스정류소 하차 (516번, 518번, 520번, 58번, 65번, 65-1번, 81번)"
22817700505,B05,28,177,예사랑재가노인복지센터,00,NORMAL SERVICE.,B05,cafe.naver.com/yessarang,22817700505,건물 옆 1대 주차가능,"일반버스: 58번, 65번, 65-1번, 81번 버스 신동아 3차 아파트 정류장 하차 후 도보 7분, 82번 버스 문학고개 정류장 하차 후 도보 4분마을버스 : 515번 버스 문학초등학교 정류장 하차 후 도보 4분"
22817700510,B05,28,177,부모사랑요양센터,00,NORMAL SERVICE.,B05,없음,22817700510,사무실 앞 2대,"▣ 승용차 이용  -   제물포여자중학교와 주안8동 행정주민센터 사이골목에서 직진 왼쪽 대경빌딩1층▣  대중교통 이용  - 22번, 27번, 36번, 63번, 514-1번 신라아파트하차 후 제물포여자중학교쪽으로 도보 290m"
22817700560,B05,28,177,조은재가복지센터,00,NORMAL SERVICE.,B05,http:wlq0928@nate.com,22817700560,센터부근 주차,시민공원역 2번출구 도보 700M석바위시장역 도보 800M
22817700610,B05,28,177,이음실버케어센터,00,NORMAL SERVICE.,B05,http://xn--hk3bi0gkqbl4ehsc3g569bcie.kr/index.php,22817700610,인천시 미추홀구 미추홀대로 697번길22 롯데하이텔 주차장 네비게이션 검색 후 롯데하이텔 지하 1층 또는 지하3층에 주차 (지하2층은 아파트 전용),"경인지하철 : 1호선 주안역 9번, 10번 출구에서 구.시민회관 방향 약 5분, 주안감리교회 옆 롯데하이텔 4층 인천지하철 : 2호선 시민공원역 1번 출구에서 시민공원을 지나 약 2분 주안감리교회 옆 롯데하이텔 4층 인천시내버스 간선 : 2, 4, 5-1, 8, 8A, 10, 13, 15, 21, 22, 23, 28-1, 33, 38, 55, 58, 62, 63, 65, 65-1, 63, 81번 이용  시민공원역, 구.시민회관사거리 하차인천시내버스 지선 : 511, 514-1, 515, 515-1, 516, 518, 인천e음 31번 이용 시민공원역, 구.시민회관사거리 하차"
22811000160,B06,28,125,행복한노인요양센터,00,NORMAL SERVICE.,B06,없음,22811000160,- 송월시장 공영주차장 이용- 인근 GS편의점 앞 공영주차장- 사무실 앞 (최대 2대),"-지하철역 ① 1호선 동인천역 하차 → 3번 또는 2번출구 버스정류장 → 45,10 번 이용 후 전동교회 하차 → 도보로 직진 (100m)② 1호선 인천역 하차 → 출구 신호건너편 버스정류장 → 45,10 번 이용 후 개항동어울터 하차 → 신호건너 동인천역방향으로 도보 직진(100m)-버스 : 45번,10번,이음11번"
22811000173,B06,28,155,장수메디케어,00,NORMAL SERVICE.,B06,https://m.blog.naver.com/jangsoo8888,22811000173,주차가능 2대,"자가이용시 화랑목로70-4 네비게이션 검색후 도착가능 버스이용가능한 번호  205,206,222,223"
22811000208,B06,28,125,편안한복지용구,00,NORMAL SERVICE.,B06,,22811000208,,
22817700561,B06,28,177,신기의료기(인천점),00,NORMAL SERVICE.,B06,https://www.singy9988mall.kr/,22817700561,인근 용현1.4동 행정복지센터 앞 주차라인 주차가능,"주소인천 미추홀구 인주대로194버스 이용 시독쟁이고개(용현3동행정복지센터방면, 보훈병원방면)28-1, 36, 38, 45"
22817700570,B06,28,177,희망재가센터,00,NORMAL SERVICE.,B06,bnkim100@hanmail.net,22817700570,주차완비,인천 미추홀구 독배로 403번길 15. 1층(용현동) TEL: 032-882-3468FAX: 032-882-3469H.P: 010-5704-3468        010-3760-6118
22817700613,B06,28,177,보훈복지용구,00,NORMAL SERVICE.,B06,http://choitulip1104@naver.com,22817700613,건물뒤편주차시설 있음,용현상1분거리
32811000001,C01,28,155,중앙재가장기요양기관,00,NORMAL SERVICE.,C01,http://blog.naver.com/nanagoo,32811000001,- 별도 주차시설은 없음- 골목주차 가능,"주소 : 인천시 중구 참외전로 53-1, 1층 (송월동1가 1-19)- 10, 23, 45번 버스 (전동교회 정류장)- 동인천역 도보 10분"
