longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,adminNm,adminPttnCd,longTermAdminSym,longTermPeribRgtDt,siDoCd,siGunGuCd,stpRptDt
,,,,,,,세종한마음노인복지센터,C02,33611000084,20161216,36,110,20161216
,,,,,,,더 행복주간보호센터,C03,33611000082,20161107,36,110,20161107
,,,,,,,세종 감성큰사랑 통합재가복지센터,C05,33611000092,20171218,36,110,20171218
,,,,,,,세종의료기,C06,33611000102,20190319,36,110,20190319
,,,,,,,세종에덴요양원,A03,13611000087,20170419,36,110,20170419
,,,,,,,휴먼주간보호센터,B01,23611000129,20200131,36,110,20200131
,,,,,,,기쁨방문요양센터,B02,23611000169,20221230,36,110,20221216
,,,,,,,행복한주간보호센터,B03,23611000109,20190527,36,110,20190527
,,,,,,,건강복지용구센터,B06,23611000175,20230801,36,110,20230725
,,,,,,,재가복지센터 유다원,C01,33611000075,20151017,36,110,20151017
,,,,,,,세종시 노인복지센터,C02,33611000091,20171109,36,110,20171109
,,,,,,,도담노인재활주간보호,C03,33611000085,20161226,36,110,20161226
,,,,,,,간호드림주간보호센터,C05,33611000120,20191118,36,110,20191118
,,,,,,,365 행복케어,C06,34473000029,20090828,36,110,20090826
,,,,,,,세종천애안요양원,A03,13611000090,20170517,36,110,20170517
,,,,,,,세종고운재가복지센터,B01,23611000131,20200131,36,110,20200131
,,,,,,,가람재가복지센터,B02,23611000180,20231107,36,110,20231013
,,,,,,,세종우리노인복지센터,B03,23611000125,20191209,36,110,20191209
,,,,,,,(주)가온렌탈케어 복지용구센터,B06,23611000181,20231201,36,110,20231117
,,,,,,,행복요양센터,C01,33611000076,20151101,36,110,20151101
,,,,,,,세종 감성큰사랑 통합재가복지센터,C02,33611000092,20171218,36,110,20171218
,,,,,,,시니어데이케어 주은 세종센터,C03,33611000089,20170512,36,110,20170512
,,,,,,,성덕효성원,A03,13611000099,20181025,36,110,20181025
,,,,,,,유정재가복지원,B01,23611000132,20200331,36,110,20200331
,,,,,,,다정한재가복지센터,B02,23611000184,20240108,36,110,20231214
,,,,,,,플래티늄세종주야간보호센터,B03,23611000127,20191220,36,110,20191220
,,,,,,,세종한누리복지용구사업소,B06,23611000183,20240202,36,110,20231215
,,,,,,,조약돌요양복지센터,C01,33611000078,20160531,36,110,20160531
,,,,,,,가가호호 재가방문요양센터,C02,33611000111,20190813,36,110,20190813
,,,,,,,고운세종노인주야간센터,C03,33611000118,20191106,36,110,20191106
,,,,,,,세종실버타운 평강요양원,A03,13611000113,20190830,36,110,20190830
,,,,,,,가정재가복지센터,B01,23611000135,20200608,36,110,20200608
,,,,,,,시온재가노인복지센터,B02,23611000188,20240306,36,110,20240215
,,,,,,,휴먼주간보호센터,B03,23611000129,20200131,36,110,20200131
,,,,,,,다정한복지의료기,B06,23611000194,20240801,36,110,20240621
,,,,,,,에덴노인복지센터,C01,33611000083,20161108,36,110,20161108
,,,,,,,사나섬재가복지센터,C02,33611000116,20200101,36,110,20200101
,,,,,,,간호드림주간보호센터,C03,33611000120,20191118,36,110,20191118
,,,,,,,VIP요양원,A03,13611000133,20200401,36,110,20200401
,,,,,,,민들레재가노인복지센터,B01,23611000140,20200729,36,110,20200729
,,,,,,,세종하나재가요양센터,B02,23611000190,20240502,36,110,20240422
,,,,,,,세종케어재활전문주간보호센터,B03,23611000136,20200615,36,110,20200615
,,,,,,,가족사랑복지용구사업소,B06,23611000200,20250205,36,110,20250109
,,,,,,,세종한마음노인복지센터,C01,33611000084,20161216,36,110,20161216
,,,,,,,(주)휴먼에듀피아,C02,34473000052,20110601,36,110,20110601
,,,,,,,세종해밀 요양원,A03,13611000150,20210520,36,110,20210520
,,,,,,,더힐링 세종전원주간보호센터,B01,23611000148,20210430,36,110,20210430
,,,,,,,우리통합재가센터,B02,23611000197,20241205,36,110,20241106
,,,,,,,VIP주간보호센터,B03,23611000145,20210104,36,110,20210104
,,,,,,,가치가봄 복지용구,B06,23611000201,20250201,36,110,20250115
,,,,,,,시니어데이케어 주은 세종센터,C01,33611000089,20170512,36,110,20170512
,,,,,,,세종마음숲요양원 고운점,A03,13611000160,20220613,36,110,20220613
,,,,,,,세종재가복지센터,B01,23611000153,20210903,36,110,20210903
,,,,,,,봄날재가복지센터,B02,23611000202,20250301,36,110,20250301
,,,,,,,더힐링 세종전원주간보호센터,B03,23611000148,20210430,36,110,20210430
,,,,,,,세종시 노인복지센터,C01,33611000091,20171109,36,110,20171109
,,,,,,,더 사랑 요양원,A03,13611000162,20220801,36,110,20220801
,,,,,,,세종특별자치시 사회서비스원 세종종합재가센터,B01,23611000154,20211220,36,110,20211220
,,,,,,,드림 재가 방문요양 센터,B02,23611000205,20250501,36,110,20250407
,,,,,,,세종주간보호센터,B03,23611000165,20221001,36,110,20221001
,,,,,,,세종 감성큰사랑 통합재가복지센터,C01,33611000092,20171218,36,110,20171218
,,,,,,,세종요양원,A03,13611000166,20221001,36,110,20221001
,,,,,,,세종통합돌봄센터,B01,23611000155,20220502,36,110,20220502
,,,,,,,최고방문요양센터,B02,23611000211,20251001,36,110,20250915
,,,,,,,세종부강노인복지센터,B03,23611000173,20230705,36,110,20230626
,,,,,,,참빛재가 노인복지센터,C01,33611000093,20171228,36,110,20171228
,,,,,,,세종굿모닝요양원,A03,13611000167,20221201,36,110,20221201
,,,,,,,한누리재가장기요양기관,B01,23611000157,20220502,36,110,20220502
,,,,,,,하트풀방문요양센터,B02,23611000212,20251101,36,110,20250915
,,,,,,,세종한누리주간보호센터,B03,23611000178,20231005,36,110,20230918
,,,,,,,성심노인복지센터,C01,33611000098,20181015,36,110,20181015
,,,,,,,조이실버케어요양원,A03,13611000168,20221214,36,110,20221201
,,,,,,,행복드림 재가방문요양센터,B01,23611000159,20220502,36,110,20220502
,,,,,,,나눔재가복지센터,B02,23611000221,20260301,36,110,20260301
,,,,,,,부강돌봄센터,B03,23611000193,20240710,36,110,20240516
,,,,,,,해바라기방문요양사업소,C01,33611000108,20190523,36,110,20190523
,,,,,,,세종시립요양원,A03,13611000182,20231129,36,110,20231117
,,,,,,,사회복지법인 죽파재단 감천장요양원,A03,14111000023,20080617,41,111,19511108
,,,,,,,행복나라 노인전문요양센터,A04,14111000229,20100301,41,111,20100301
,,,,,,,서호재가노인복지센터,B01,24111000012,20080611,41,113,20060105
,,,,,,,해피홈수원재활주간보호센터,B02,24111000682,20190415,41,111,20190415
,,,,,,,서호재가노인복지센터,B03,24111000012,20080611,41,113,20060105
,,,,,,,평화노인종합복지,B04,24115001043,20251201,41,150,20251201
,,,,,,,테레사간호통합방문센터,B05,24111000816,20210201,41,113,20210201
,,,,,,,가족사랑드림 복지용구,B06,24111000777,20200701,41,117,20200701
,,,,,,,1004노인복지센터,C01,34111000056,20080625,41,117,20080624
,,,,,,,1004노인복지센터,C02,34111000056,20080625,41,117,20080624
,,,,,,,중앙재가노인복지센터(주간보호),C03,34111000135,20090320,41,113,20090320
,,,,,,,'365'단기보호센터,C04,34113000539,20180604,41,135,20180604
,,,,,,,도경노인복지센터,C05,34111000079,20080704,41,117,20080704
,,,,,,,의료기백화점,C06,34111000078,20080704,41,115,20080704
,,,,,,,성남시립노인요양센터,G31,14113000234,20100301,41,133,20100301
,,,,,,,더힐링요양원,G32,14113000329,20120927,41,135,20120927
,,,,,,,차오름재활요양원,G33,14119001431,20240501,41,194,20240501
,,,,,,,미소요양원,G34,14122000189,20140211,41,220,20140211
,,,,,,,미소요양원,G35,14122000189,20140211,41,220,20140211
,,,,,,,마음의숲노인복지센터본점,H31,24115000902,20221201,41,150,20221201
,,,,,,,마음의숲노인복지센터본점,H32,24115000902,20221201,41,150,20221201
,,,,,,,365송은노인학교(주야간),H33,24146000736,20190701,41,465,20190701
,,,,,,,케어네이션 만안센터,I31,34117000237,20141110,41,171,20141110
,,,,,,,파라밀 요양원,M31,14155000032,20080624,41,550,20020814
,,,,,,,긋시아케어링a,S41,14117000627,20251001,41,171,20251001
,,,,,,,중앙요양원,A03,14111000024,20080617,41,113,20050103
,,,,,,,새수원복지요양원,A04,14111000306,20110808,41,113,20110808
,,,,,,,버드내재가노인복지센터,B01,24111000013,20080609,41,113,20080529
,,,,,,,수 데이케어센터,B02,24111000688,20190521,41,113,20190521
,,,,,,,버드내재가노인복지센터,B03,24111000013,20080609,41,113,20080529
,,,,,,,삼성중앙주간보호센터,B04,24117000528,20230601,41,173,20230601
,,,,,,,가온케어 통합돌봄센터,B05,24111000852,20210801,41,111,20210801
,,,,,,,주식회사 케어프렌드,B06,24111000825,20210401,41,113,20210401
,,,,,,,수원시립방문요양센터,C01,34111000065,20080626,41,111,20080626
,,,,,,,수원시립방문요양센터,C02,34111000065,20080626,41,111,20080626
,,,,,,,선재재활주야간보호센터,C03,34111000431,20140609,41,111,20140609
,,,,,,,카네이션요양원,C04,34115000528,20160310,41,150,20160310
,,,,,,,아노가 홈케어,C05,34111000138,20090331,41,115,20090331
,,,,,,,현대의료기,C06,34111000087,20080716,41,115,20080716
,,,,,,,더힐링요양원,G31,14113000329,20120927,41,135,20120927
,,,,,,,부모섬김,G32,14119000138,20090206,41,196,20090206
,,,,,,,미소요양원,G33,14122000189,20140211,41,220,20140211
,,,,,,,의정부통합돌봄요양센터,H31,24115001048,20260201,41,150,20260201
,,,,,,,의정부통합돌봄요양센터,H32,24115001048,20260201,41,150,20260201
,,,,,,,가평중앙재가노인복지센터,H33,24182000102,20200102,41,820,20200102
,,,,,,,부천남부노인주야간보호센터,I31,34119000977,20180711,41,194,20180711
,,,,,,,새소망요양원,M31,14159000412,20181107,41,591,20181107
,,,,,,,아주좋은요양원,S41,14127001053,20220701,41,273,20220701
,,,,,,,수원 아노가 요양원,A03,14111000032,20080618,41,115,20051102
,,,,,,,새수원노인요양공동생활가정,A04,14111000311,20110928,41,113,20110928
,,,,,,,해피홈수원재활주간보호센터,B01,24111000682,20190415,41,111,20190415
,,,,,,,보람찬어르신센터,B02,24111000700,20190730,41,113,20190730
,,,,,,,수원시립노인주간보호센터,B03,24111000036,20080619,41,111,20050303
,,,,,,,효사랑통합복지센터,B04,24119001569,20251001,41,192,20251001
,,,,,,,광교재가복지센터,B05,24111000853,20210730,41,117,20210730
,,,,,,,마실주야간보호센터,B06,24111000869,20211201,41,113,20211201
,,,,,,,도경노인복지센터,C01,34111000079,20080704,41,117,20080704
,,,,,,,도경노인복지센터,C02,34111000079,20080704,41,117,20080704
,,,,,,,동행노인주간보호센터,C03,34111000489,20151030,41,115,20151030
,,,,,,,고향 단기보호시설,C04,34119000587,20130612,41,192,20130612
,,,,,,,실버벨스 방문요양센터,C05,34111000154,20090604,41,115,20090604
,,,,,,,장안요양센터,C06,34111000117,20081203,41,111,20081203
,,,,,,,헤리티지요양원,G31,14113000714,20220101,41,135,20220101
,,,,,,,성은요양원,G32,14119000749,20150821,41,192,20150821
,,,,,,,늘사랑실버케어센터,G33,14136000319,20120203,41,360,20120203
,,,,,,,차오름재활주간보호/방문요양센터,H31,24119001185,20210301,41,194,20210301
,,,,,,,차오름재활주간보호/방문요양센터,H32,24119001185,20210301,41,194,20210301
,,,,,,,행신치매전담형 주야간보호센터,I31,34128001141,20190307,41,281,20190307
,,,,,,,사랑의집,S41,14128000005,20080610,41,281,20061013
,,,,,,,수원시립노인전문요양원,A03,14111000034,20080619,41,111,20041122
,,,,,,,행복나라노인전문요양센터 2동,A04,14111000365,20130301,41,111,20130301
,,,,,,,수 데이케어센터,B01,24111000688,20190521,41,113,20190521
,,,,,,,(주)효자노치원,B02,24111000773,20200701,41,113,20200701
,,,,,,,영통노인주간보호센터,B03,24111000051,20080623,41,117,20040727
,,,,,,,그림뜰재가복지센터,B04,24122000412,20211001,41,220,20211001
,,,,,,,라온노인복지센터,B05,24111000926,20220527,41,117,20220527
,,,,,,,서광노인가정방문요양센터,B06,24111000879,20211001,41,113,20211001
,,,,,,,평강재가복지센터,C01,34111000090,20080724,41,111,20080724
,,,,,,,평강재가복지센터,C02,34111000090,20080724,41,111,20080724
,,,,,,,사랑방노인복지센터,C03,34111000504,20160303,41,117,20160303
,,,,,,,E.S.H엘림재가복지,C04,34128000630,20130404,41,285,20130404
,,,,,,,행복한재가복지센터,C05,34111000453,20150313,41,113,20150313
,,,,,,,국제의료기,C06,34111000124,20090102,41,113,20090102
,,,,,,,루시아참요양원,G31,14115000968,20241001,41,150,20241001
,,,,,,,차오름재활요양원,G32,14119001431,20240501,41,194,20240501
,,,,,,,가원노인복지센터,H31,24128001344,20210201,41,287,20210201
,,,,,,,포르테주간보호센터,H32,24128001681,20241001,41,281,20241001
,,,,,,,'나들이' 데이케어센터,I31,34141000172,20140501,41,410,20140501
,,,,,,,A+샬롬요양원,S41,14128001485,20220801,41,281,20220801
,,,,,,,효행노인전문요양원,A03,14111000041,20080619,41,111,19910330
,,,,,,,베데스다요양원,A04,14111000409,20140106,41,113,20140106
,,,,,,,우리함께주간보호센터,B01,24111000697,20190624,41,111,20190624
,,,,,,,(A+)케어재가복지센터,B02,24111000779,20200717,41,117,20200717
,,,,,,,밤밭노인주간보호센터,B03,24111000498,20160101,41,111,20160101
,,,,,,,아름다운재가복지센터,B04,24122000526,20250401,41,220,20250401
,,,,,,,백세통합재가센터,B05,24111000948,20221001,41,115,20221001
,,,,,,,희망의료기,B06,24111000892,20211229,41,115,20211229
,,,,,,,장안요양센터,C01,34111000117,20081203,41,111,20081203
,,,,,,,장안요양센터,C02,34111000117,20081203,41,111,20081203
,,,,,,,"""효자노치원"" 서수원점",C03,34111000516,20160503,41,113,20160503
,,,,,,,산새노인요양원,A03,14311000027,20080602,43,112,20080527
,,,,,,,우리노인요양공동생활가정,A04,14311000041,20080613,43,111,20080603
,,,,,,,평화노인복지센터,B01,24311000058,20080625,43,113,20080624
,,,,,,,(A+)동행노인복지센터,B02,24311000637,20190604,43,113,20190604
,,,,,,,청주흥덕노인통합지원센터,B03,24311000020,20080530,43,113,20071204
,,,,,,,홈널스통합재가센터,B05,24311000845,20220203,43,113,20220203
,,,,,,,(A+)동행노인복지센터,B06,24311000637,20190604,43,113,20190604
,,,,,,,어르신이행복한세상청주지사,C01,34311000028,20080602,43,111,20080528
,,,,,,,어르신이행복한세상청주지사,C02,34311000028,20080602,43,111,20080528
,,,,,,,부모사랑노인복지센터,C03,34311000110,20090305,43,114,20090305
,,,,,,,연수노인주야간보호센터,C04,34313000211,20181129,43,130,20181129
,,,,,,,어르신이행복한세상청주지사,C05,34311000028,20080602,43,111,20080528
,,,,,,,한국의료기유한회사,C06,34311000046,20080620,43,111,20080620
,,,,,,,청주카리타스노인요양원,G31,14311000242,20110801,43,113,20110801
,,,,,,,숲속요양원,G32,14311000498,20170201,43,111,20170201
,,,,,,,옥천군립치매전담요양원,G33,14373000128,20240325,43,730,20240325
,,,,,,,옥천군립치매전담요양원,G34,14373000128,20240325,43,730,20240325
,,,,,,,옥천군립치매전담요양원,G35,14373000128,20240325,43,730,20240325
,,,,,,,옥천군립치매전담요양원,G36,14373000128,20240325,43,730,20240325
,,,,,,,충주시립노인주야간보호센터,H31,24313000302,20221216,43,130,20221122
,,,,,,,제천시립치매전담주야간보호센터,H32,24315000250,20250828,43,150,20250828
,,,,,,,충주시립노인요양원,M31,14313000303,20221216,43,130,20221122
,,,,,,,충주시립노인요양원,M32,14313000303,20221216,43,130,20221122
,,,,,,,제천시립치매전담요양원,M33,14315000251,20250828,43,150,20250828
,,,,,,,제천시립치매전담요양원,M34,14315000251,20250828,43,150,20250828
,,,,,,,제천시립치매전담요양원,M35,14315000251,20250828,43,150,20250828
,,,,,,,제천시립치매전담요양원,M36,14315000251,20250828,43,150,20250828
,,,,,,,그레이스힐하우스,S41,14315000157,20191001,43,150,20191001
,,,,,,,청주소망의집,A03,14311000029,20080602,43,114,20060206
,,,,,,,용담사랑의집노인요양공동생활가정,A04,14311000102,20090116,43,111,20090116
,,,,,,,고려요양협동조합,B01,24311000575,20180817,43,112,20180817
,,,,,,,사랑으로노인복지센터,B02,24311000680,20191101,43,113,20191101
,,,,,,,현진노인복지센터(흥덕노인요양원병설),B03,24311000227,20110209,43,113,20110209
,,,,,,,재가요양센터한스,B05,24311000994,20240601,43,111,20240601
,,,,,,,건강의료기 한국병원점,B06,24311000752,20200731,43,111,20200731
,,,,,,,THE명품노인복지센터,C01,34311000051,20080620,43,114,20080620
,,,,,,,THE명품노인복지센터,C02,34311000051,20080620,43,114,20080620
,,,,,,,하늘정원 재가장기요양기관,C03,34311000120,20090410,43,114,20090410
,,,,,,,보생원노인복지센터,C04,34374000003,20080523,43,740,20060212
,,,,,,,돌봄천사재가노인복지센터,C05,34311000261,20120301,43,112,20120301
,,,,,,,바다메디칼장기요양기관,C06,34311000065,20080707,43,112,20080707
,,,,,,,숲속요양원,G31,14311000498,20170201,43,111,20170201
,,,,,,,옥천군립치매전담요양원,G32,14373000128,20240325,43,730,20240325
,,,,,,,영동군립치매전담요양원,G33,14374000137,20231214,43,740,20231204
,,,,,,,영동군립치매전담요양원,G34,14374000137,20231214,43,740,20231204
,,,,,,,영동군립치매전담요양원,G35,14374000137,20231214,43,740,20231204
,,,,,,,영동군립치매전담요양원,G36,14374000137,20231214,43,740,20231204
,,,,,,,제천시립치매전담주야간보호센터,H31,24315000250,20250828,43,150,20250828
,,,,,,,옥천군립주야간보호센터,H32,24373000127,20240325,43,730,20240325
,,,,,,,제천시립치매전담요양원,M31,14315000251,20250828,43,150,20250828
,,,,,,,제천시립치매전담요양원,M32,14315000251,20250828,43,150,20250828
,,,,,,,송학보금자리 요양센터,S41,14315000177,20210528,43,150,20210528
,,,,,,,흥덕실비노인요양원,A03,14311000032,20080604,43,113,20051215
,,,,,,,내덕늘푸른요양원,A04,14311000161,20091211,43,114,20091211
,,,,,,,가나노인주간보호센터,B01,24311000606,20190201,43,112,20190201
,,,,,,,옥산방문요양복지센터,B02,24311000788,20210201,43,113,20210201
,,,,,,,내덕노인복지센터,B03,24311000292,20130206,43,114,20130206
,,,,,,,청주새일재가노인복지센터,B05,24311000996,20240601,43,112,20240601
,,,,,,,100세동안재가장기요양기관(청주점),B06,24311000859,20220401,43,112,20220401
,,,,,,,사랑천사재가장기요양기관,C01,34311000069,20080714,43,112,20080711
,,,,,,,사랑천사재가장기요양기관,C02,34311000069,20080714,43,112,20080711
,,,,,,,해피투게더 노인복지센터,C03,34311000220,20101207,43,113,20101207
,,,,,,,보생원전문노인요양원,C04,34374000031,20090602,43,740,20090602
,,,,,,,닥터케어방문간호센터,C05,34311000337,20140822,43,113,20140822
,,,,,,,이원의료기육거리점복지용구재가장기요양기관,C06,34311000071,20080729,43,111,20080729
,,,,,,,충주평화의집,G31,14313000001,20080530,43,130,20080530
,,,,,,,영동군립치매전담요양원,G32,14374000137,20231214,43,740,20231204
,,,,,,,옥천군립주야간보호센터,H31,24373000127,20240325,43,730,20240325
,,,,,,,병설 영동군립주야간보호센터,H32,24374000138,20231214,43,740,20231204
,,,,,,,진천군립치매전담요양원,M31,14375000097,20220524,43,750,20220524
,,,,,,,진천군립치매전담요양원,M32,14375000097,20220524,43,750,20220524
,,,,,,,송학실버홈,S41,14315000241,20240724,43,150,20240724
,,,,,,,성심노인요양원,A03,14311000039,20080609,43,114,20031231
,,,,,,,새순노인요양공동생활가정,A04,14311000267,20120608,43,113,20120608
,,,,,,,(A+)동행노인복지센터,B01,24311000637,20190604,43,113,20190604
,,,,,,,다복한주간보호센터,B02,24311000805,20210428,43,112,20210428
,,,,,,,성민주야간보호센터,B03,24311000579,20180904,43,114,20180904
,,,,,,,꽃돌이방문간호센터,B05,24311001102,20260301,43,114,20260301
,,,,,,,누리복지용구,B06,24311000863,20220501,43,114,20220501
,,,,,,,용암재가장기요양기관,C01,34311000105,20090130,43,111,20090123
,,,,,,,용암재가장기요양기관,C02,34311000105,20090130,43,111,20090123
,,,,,,,가경열린복지센터재가장기요양기관,C03,34311000274,20120827,43,112,20120827
,,,,,,,청주 주찬미방문간호센터,C05,34311000516,20170612,43,112,20170612
,,,,,,,주성메디칼재가장기요양기관,C06,34311000073,20080805,43,111,20080805
,,,,,,,충주노인요양원,G31,14313000110,20120824,43,130,20120824
,,,,,,,병설 영동군립주야간보호센터,H31,24374000138,20231214,43,740,20231204
,,,,,,,괴산군립치매전담요양원,M31,14376000107,20251223,43,760,20251211
,,,,,,,증평치매전문요양원,S41,14374500070,20221201,43,745,20221201
,,,,,,,참사랑노인요양원,A03,14311000042,20080613,43,112,20080609
,,,,,,,로뎀나무노인요양공동생활가정,A04,14311000346,20141022,43,111,20141022
,,,,,,,효림노인주야간보호센터,B01,24311000664,20190909,43,112,20190909
,,,,,,,보람케어노인복지센터,B02,24311000809,20210528,43,112,20210528
,,,,,,,가나노인주간보호센터,B03,24311000606,20190201,43,112,20190201
,,,,,,,나우리재가노인복지센터,B05,24311001114,20260701,43,112,20260701
,,,,,,,실버복지용구,B06,24311000904,20221201,43,112,20221201
,,,,,,,부모사랑노인복지센터,C01,34311000110,20090305,43,114,20090305
,,,,,,,예수재가장기요양기관,C02,34311000199,20100514,43,111,20100514
,,,,,,,청주노인주간보호센터,C03,34311000314,20131023,43,112,20131023
,,,,,,,청주방문간호센터,C05,34311000528,20170810,43,114,20170810
,,,,,,,모세휠체어재가장기요양기관,C06,34311000257,20120127,43,111,20120127
,,,,,,,천안제일요양원,A03,14413000003,20080509,44,131,20080402
,,,,,,,민들레요양원,A04,14413000198,20110323,44,131,20110323
,,,,,,,천안시노인종합복지관부설 천안노인복지센터,B01,24413000019,20080611,44,133,20080611
,,,,,,,이웃사랑노인복지센터,B02,24413000028,20080619,44,133,20071008
,,,,,,,천안시노인종합복지관부설 천안노인복지센터,B03,24413000020,20080618,44,133,19960819
,,,,,,,남천안노인요양원병설재가노인복지센터,B04,24413000215,20111109,44,131,20111109
,,,,,,,천안재가복지센터,B05,24413000503,20201008,44,131,20200803
,,,,,,,하은요양센터,B06,24413000301,20141219,44,133,20141219
,,,,,,,엔젤요양서비스,C01,34413000004,20080509,44,131,20070710
,,,,,,,엔젤요양서비스,C02,34413000004,20080509,44,131,20070710
,,,,,,,서로사랑노인복지센터,C03,34413000058,20080716,44,133,20080716
,,,,,,,사회복지법인 영서복지재단 충무노인복지센터,C05,34413000076,20080919,44,133,20080919
,,,,,,,엔젤요양서비스,C06,34413000004,20080509,44,131,20070710
,,,,,,,공주원로원 아담스하우스,G31,14415000012,20080612,44,150,20050818
,,,,,,,해피니스요양원,G32,14423000328,20260401,44,230,20260401
,,,,,,,천안시립노인요양원병설주야간보호센터,H31,24413000704,20260501,44,131,20260501
,,,,,,,벧엘노인복지센터,I31,34476000049,20100702,44,760,20100701
,,,,,,,벧엘노인복지센터,I32,34476000049,20100702,44,760,20100701
,,,,,,,당진전문요양원,M31,14427000124,20170101,44,270,20170101
,,,,,,,당진전문요양원,M32,14427000124,20170101,44,270,20170101
,,,,,,,당진전문요양원,M33,14427000124,20170101,44,270,20170101
,,,,,,,당진전문요양원,M34,14427000124,20170101,44,270,20170101
,,,,,,,당진전문요양원,M35,14427000124,20170101,44,270,20170101
,,,,,,,당진전문요양원,M36,14427000124,20170101,44,270,20170101
,,,,,,,천안노인전문요양원,A03,14413000007,20080528,44,131,20060127
,,,,,,,젬마의집,A04,14413000199,20110324,44,131,20110324
,,,,,,,이웃사랑노인복지센터,B01,24413000028,20080619,44,133,20071008
,,,,,,,+사랑실천복지센터,B02,24413000487,20191217,44,131,20191217
,,,,,,,느티나무노인복지센터,B03,24413000030,20080619,44,131,20060619
,,,,,,,계룡효재가노인복지센터,B04,24425000054,20170118,44,250,20170118
,,,,,,,입장한옥실버센터,B05,24413000552,20210901,44,133,20210819
,,,,,,,천안도우누리재가노인복지센터,B06,24413000499,20200102,44,131,20200102
,,,,,,,서로사랑노인복지센터,C01,34413000058,20080716,44,133,20080716
,,,,,,,서로사랑노인복지센터,C02,34413000058,20080716,44,133,20080716
,,,,,,,사회복지법인 영서복지재단 충무노인복지센터,C03,34413000076,20080919,44,133,20080919
,,,,,,,섬김노인복지센터,C05,34413000146,20091111,44,133,20091111
,,,,,,,연세의료기,C06,34413000069,20080819,44,133,20080819
,,,,,,,행복한요양원,G31,14420000203,20170712,44,200,20170712
,,,,,,,당진시립노인요양원,G32,14427000256,20250101,44,270,20250101
,,,,,,,아산재활주간보호센터,H31,24420000370,20251101,44,200,20251101
,,,,,,,부여노인주간보호센터,I31,34476000122,20191216,44,760,20191216
,,,,,,,태안군립어르신돌봄센터,M31,14482500118,20240909,44,825,20240909
,,,,,,,태안군립어르신돌봄센터,M32,14482500118,20240909,44,825,20240909
,,,,,,,실버프리 송악,M33,14483000025,20090210,44,270,20090210
,,,,,,,실버프리 송악,M34,14483000025,20090210,44,270,20090210
,,,,,,,효자의 집,A03,14413000008,20080528,44,131,20080528
,,,,,,,행복미소의집,A04,14413000223,20120117,44,133,20120117
,,,,,,,느티나무노인복지센터,B01,24413000030,20080619,44,131,20060619
,,,,,,,아가페재가복지센터,B02,24413000497,20191219,44,131,20191219
,,,,,,,남천안노인요양원병설재가노인복지센터,B03,24413000215,20111109,44,131,20111109
,,,,,,,동행랜드 핑크동,B04,24471000159,20230303,44,710,20230303
,,,,,,,더베스트방문간호요양센터,B05,24413000672,20250401,44,133,20250401
,,,,,,,제일메디컬,B06,24413000571,20220127,44,131,20220113
,,,,,,,천안우리방문요양센터,C01,34413000060,20080724,44,131,20080715
,,,,,,,하나요양보호원,C02,34413000081,20080924,44,131,20080917
,,,,,,,금빛사랑 재가장기요양기관,C03,34413000123,20090721,44,133,20090716
,,,,,,,남천안노인요양원병설재가노인복지센터,C05,34413000216,20111109,44,131,20111109
,,,,,,,충청의료기상사,C06,34413000070,20080819,44,131,20080819
,,,,,,,수린목요양원,G31,14421000117,20150101,44,210,20150101
,,,,,,,부여장수요양원,G32,14476000071,20130402,44,760,20130402
,,,,,,,마실노인복지센터,H31,24427000153,20181001,44,270,20181001
,,,,,,,내포주간보호센터,I31,34481000114,20150601,44,810,20150601
,,,,,,,실버프리 송악,M31,14483000025,20090210,44,270,20090210
,,,,,,,실버프리 송악,M32,14483000025,20090210,44,270,20090210
,,,,,,,호서노인전문요양원,A03,14413000009,20080528,44,131,20060621
,,,,,,,미소의집,A04,14413000224,20120201,44,133,20120201
,,,,,,,남천안노인요양원병설재가노인복지센터,B01,24413000215,20111109,44,131,20111109
,,,,,,,천안재가복지센터,B02,24413000503,20201008,44,131,20200803
,,,,,,,북천안요양원부설주야간보호센터,B03,24413000251,20121228,44,133,20121228
,,,,,,,대한메디컬재가복지센터,B05,24413000682,20250901,44,131,20250901
,,,,,,,효드림복지용구센터,B06,24413000586,20220530,44,133,20220518
,,,,,,,사회복지법인 영서복지재단 충무노인복지센터,C01,34413000076,20080919,44,133,20080919
,,,,,,,섬김노인복지센터,C02,34413000146,20091111,44,133,20091111
,,,,,,,해피하우스노인복지센터,C03,34413000256,20130201,44,131,20130201
,,,,,,,르모브재가간호구강센터,C05,34413000484,20191212,44,133,20191212
,,,,,,,충남의료기,C06,34413000087,20081023,44,131,20081023
,,,,,,,해피니스요양원,G31,14423000328,20260401,44,230,20260401
,,,,,,,서천 마서요양원,G32,14477000001,20080523,44,770,19820715
,,,,,,,온누리주야간보호센터,H31,24427000178,20200521,44,270,20200521
,,,,,,,사회복지법인 참사랑복지재단 참사랑요양원,M31,14483000068,20110801,44,270,20110801
,,,,,,,너싱홈 천안 간호천사,A03,14413000011,20080528,44,133,20080528
,,,,,,,초록마을공동생활가정,A04,14413000247,20121101,44,133,20121101
,,,,,,,하은요양센터,B01,24413000301,20141219,44,133,20141219
,,,,,,,으뜸재가복지센터,B02,24413000506,20201008,44,131,20200910
